,pVal,phase,peak.shape,period,diel
Other Bacteroidetes_K03797,0.0132856625581899,8,12,24,YES
Other Alphaproteobacteria_K02109,0.0134266032334491,8,16,24,YES
SAR86_K02470,0.0134266032334491,8,16,24,YES
High-light Pro_K03621,0.0135664850607336,4,12,24,YES
Roseobacter_K09882,0.0135664850607336,8,12,24,YES
Firmicutes_K02410,0.0136114406288374,4,16,24,YES
SAR11_K02058,0.0136114406288374,4,8,24,YES
Crocosphaera_K01356,0.0136226929621472,20,20,24,YES
SAR92_K03320,0.0136863121476132,20,16,24,YES
Other Gammaproteobacteria_K01419,0.0137095566310522,8,20,24,YES
OM60/NOR5_K03522,0.0138633000607199,24,12,24,YES
SAR92_K00347,0.0139637228229856,12,8,24,YES
Crocosphaera_K00208,0.0139860450348428,24,8,24,YES
Other Gammaproteobacteria_K06213,0.0139932551421169,12,12,24,YES
SAR11_K00164,0.0140414333466704,16,4,24,YES
SAR11_K06901,0.0141563322372873,4,16,24,YES
Chloroflexi_K13993,0.0142032423953086,12,16,24,YES
Crocosphaera_K02500,0.0142337646335177,16,16,24,YES
Other Bacteroidetes_K00252,0.0142337646335177,16,8,24,YES
Roseobacter_K01866,0.0142799512852552,8,16,24,YES
Other Alphaproteobacteria_K09013,0.0143056243106632,8,20,24,YES
Marinimicrobia_K00643,0.0143716304794275,16,4,24,YES
SAR116_K15512,0.0144656697520631,16,12,24,YES
Other Alphaproteobacteria_K04038,0.0145787283504418,16,20,24,YES
Rivulariaceae_K02108,0.014667186108602,16,8,24,YES
Firmicutes_K00823,0.0146806256945851,8,12,24,YES
Roseobacter_K01690,0.0146806256945851,24,12,24,YES
SAR86_K03590,0.0147950441617798,4,8,24,YES
Crocosphaera_K00384,0.0149016919902742,24,4,24,YES
OM60/NOR5_K02876,0.0149016919902742,4,4,24,YES
Rivulariaceae_K02014,0.0149016919902742,4,4,24,YES
OM60/NOR5_K02274,0.0149318451676103,12,16,24,YES
Other Gammaproteobacteria_K00265,0.0149464956986046,16,4,24,YES
SAR92_K03522,0.0149464956986046,16,4,24,YES
SAR11_K17675,0.0149976408656298,4,8,24,YES
Crocosphaera_K05580,0.0151501302193365,4,16,24,YES
Euryarchaeota_K02881,0.0151965806115057,4,16,24,YES
Roseobacter_K11069,0.0152125861048088,16,12,24,YES
Crocosphaera_K19170,0.0153189137682627,8,12,24,YES
Other Gammaproteobacteria_K03687,0.0153189137682627,12,12,24,YES
Flavobacteriia_K00962,0.015386845928251,4,16,24,YES
SAR11_K02358,0.015386845928251,4,8,24,YES
Flavobacteriia_K01928,0.0154977596698851,4,4,24,YES
--_K01179,0.0155972547469984,4,12,24,YES
Crocosphaera_K07301,0.0155972547469984,24,12,24,YES
--_K02518,0.0156105654025017,24,16,24,YES
Crocosphaera_K03106,0.0156105654025017,24,8,24,YES
OM60/NOR5_K02600,0.0156105654025017,4,8,24,YES
Other Gammaproteobacteria_K09826,0.0156105654025017,16,8,24,YES
SAR116_K14393,0.0156105654025017,24,8,24,YES
Roseobacter_K03110,0.0158573015076581,20,16,24,NO
High-light Pro_K01892,0.0158908071708028,16,12,24,NO
SAR116_K11959,0.0158908071708028,16,12,24,NO
Crocosphaera_K06890,0.015927004140909,12,8,24,NO
Crocosphaera_K03654,0.0159414585467728,24,20,24,NO
High-light Pro_K08921,0.0159786476947222,4,16,24,NO
SAR116_K02030,0.0160938273494961,8,20,24,NO
Crocosphaera_K00161,0.0162753962577374,24,12,24,NO
SAR324_K05592,0.0162753962577374,16,4,24,NO
Roseobacter_K02965,0.016289285637393,24,8,24,NO
Crocosphaera_K03218,0.0163823241866967,24,8,24,NO
SAR116_K01999,0.0163823241866967,4,4,24,NO
Marinimicrobia_K02470,0.0164806796564772,8,16,24,NO
Crocosphaera_K01878,0.0165180224038106,16,8,24,NO
High-light Pro_K02230,0.0165276098343871,16,8,24,NO
SAR86_K01754,0.0165817118304029,4,12,24,NO
Crocosphaera_K03696,0.0166194825818181,12,8,24,NO
High-light Pro_K00548,0.0166194825818181,12,8,24,NO
High-light Pro_K01696,0.0166194825818181,12,8,24,NO
High-light Pro_K06207,0.0166194825818181,8,8,24,NO
Other Bacteroidetes_K00351,0.0166194825818181,12,8,24,NO
SAR11_K03070,0.0166194825818181,16,8,24,NO
SAR116_K01990,0.0166194825818181,12,8,24,NO
Other Gammaproteobacteria_K00600,0.0166345654401108,16,4,24,NO
Planctomycetes_K03073,0.0167274608555335,24,12,24,NO
Roseobacter_K03519,0.0169803669747802,16,16,24,NO
SAR11-like_K02027,0.0171362348836794,4,4,24,NO
Flavobacteriia_K01179,0.0171622512276646,4,8,24,NO
Other Alphaproteobacteria_K03544,0.0171622512276646,4,8,24,NO
SAR116_K02355,0.0172203194493376,4,8,24,NO
Other Gammaproteobacteria_K02988,0.0172241582385823,8,20,24,NO
SAR11_K00113,0.0172337779892956,12,12,24,NO
Crocosphaera_K00794,0.017272616490003,16,12,24,NO
High-light Pro_K02004,0.017272616490003,4,12,24,NO
High-light Pro_K05371,0.017272616490003,4,12,24,NO
SAR92_K02878,0.017272616490003,4,12,24,NO
Synechococcus_K02690,0.0173119610227272,12,8,24,NO
SAR92_K14170,0.0173830468048458,8,20,24,NO
SAR92_K01251,0.0173910064439769,8,20,24,NO
Crocosphaera_K15738,0.0174077786282001,24,20,24,NO
Firmicutes_K02800,0.0174077786282001,4,4,24,NO
Other Alphaproteobacteria_K02275,0.0174077786282001,16,8,24,NO
Crocosphaera_K02600,0.0174547417622958,24,12,24,NO
SAR92_K06024,0.0176316792792156,16,20,24,NO
SAR11-like_K00948,0.0179137822353014,24,8,24,NO
SAR11-like_K02871,0.0179137822353014,24,8,24,NO
SAR11-like_K00526,0.0179690289906131,4,16,24,NO
SAR86_K06134,0.0179690289906131,4,8,24,NO
SAR92_K05349,0.0179730346837381,4,4,24,NO
Other Alphaproteobacteria_K02035,0.0179835486500652,4,4,24,NO
Crocosphaera_K01874,0.0180044394636363,16,16,24,NO
SAR11-like_K18990,0.0180301198193314,24,16,24,NO
SAR116_K00285,0.018174365513501,12,12,24,NO
SAR11-like_K09987,0.0183254463420672,12,8,24,NO
SAR11_K03530,0.0183689040505181,4,8,24,NO
Other Gammaproteobacteria_K04087,0.0185565759869955,24,20,24,NO
Crocosphaera_K01234,0.0186303335247134,24,8,24,NO
Roseobacter_K03495,0.0186544258092032,16,12,24,NO
Marinimicrobia_K02014,0.0187177385318887,4,16,24,NO
SAR11-like_K02078,0.018831634038583,4,4,24,NO
Other Bacteroidetes_K12257,0.0189625104148533,4,16,24,NO
Roseobacter_K17227,0.0190004730368419,20,12,24,NO
SAR11_K00850,0.0190004730368419,12,12,24,NO
SAR11-like_K00334,0.0190004730368419,12,12,24,NO
SAR324_K01713,0.0190004730368419,12,12,24,NO
SAR92_K01669,0.0191029128466277,12,8,24,NO
High-light Pro_K13038,0.0193106920961213,12,12,24,NO
Other Bacteroidetes_K03782,0.0193106920961213,16,12,24,NO
SAR11-like_K03640,0.0194664480731642,4,8,24,NO
Other Alphaproteobacteria_K02956,0.0194707875740496,24,12,24,NO
Other Bacteroidetes_K00658,0.019481942451202,4,12,24,NO
SAR11-like_K10232,0.0195837509567251,4,4,24,NO
Other Bacteroidetes_K00600,0.0198265805601829,8,12,24,NO
SAR11_K02906,0.0198265805601829,24,12,24,NO
SAR11-like_K00777,0.0198265805601829,12,12,24,NO
SAR116_K00789,0.0198265805601829,24,12,24,NO
OM60/NOR5_K07093,0.0198630129042491,12,12,24,NO
Other Gammaproteobacteria_K17315,0.0199857576469534,16,4,24,NO
High-light Pro_K00873,0.019990461101464,8,8,24,NO
Eukaryota_K02690,0.0200347579355704,12,8,24,NO
--_K02388,0.0202151576144398,4,8,24,NO
Roseobacter_K02970,0.0202151576144398,4,8,24,NO
Flavobacteriia_K02276,0.0202834481397451,12,12,24,NO
SAR92_K02313,0.0202838847967478,16,4,24,NO
SAR11_K00612,0.020367485289893,4,12,24,NO
High-light Pro_K11532,0.0204370269603869,4,4,24,NO
OM60/NOR5_K02888,0.0205294155493005,4,8,24,NO
Roseobacter_K03641,0.0205604181244012,8,16,24,NO
SAR11-like_K02523,0.0206085602589146,8,12,24,NO
Crocosphaera_K19221,0.0206526880835239,24,12,24,NO
High-light Pro_K02343,0.0206526880835239,24,12,24,NO
Marinimicrobia_K00525,0.0206863749980218,8,16,24,NO
Other Gammaproteobacteria_K02946,0.0206863749980218,24,16,24,NO
SAR11-like_K00927,0.0206863749980218,4,8,24,NO
SAR324_K02051,0.0206863749980218,24,8,24,NO
SAR92_K01915,0.0206863749980218,4,8,24,NO
SAR116_K11960,0.0208184975489098,16,20,24,NO
--_K02888,0.0209465388485014,24,12,24,NO
SAR92_K02040,0.0209898827131753,16,16,24,NO
SAR116_K00138,0.0210450257640405,4,4,24,NO
High-light Pro_K03073,0.0211285918122345,24,20,24,NO
High-light Pro_K05582,0.021143052298298,24,16,24,NO
SAR11_K00764,0.021143052298298,24,16,24,NO
Actinobacteria_K04077,0.0214787956068648,12,12,24,NO
Crocosphaera_K01933,0.0214787956068648,24,12,24,NO
Other Alphaproteobacteria_K01938,0.0215427926537239,4,12,24,NO
Crocosphaera_K01887,0.021548307289606,24,16,24,NO
SAR86_K07287,0.0215966028465069,16,8,24,NO
Planctomycetes_K02965,0.021647152286105,8,20,24,NO
SAR116_K02878,0.0216512374508662,12,4,24,NO
High-light Pro_K00031,0.0216716117349706,12,16,24,NO
SAR11-like_K02518,0.0216716117349706,12,16,24,NO
Other Alphaproteobacteria_K01897,0.0217769107995331,24,16,24,NO
SAR11-like_K00053,0.0219219018375422,4,20,24,NO
Actinobacteria_K04078,0.022138570967275,4,12,24,NO
Crocosphaera_K01104,0.022138570967275,4,12,24,NO
Other Gammaproteobacteria_K03977,0.022138570967275,4,12,24,NO
SAR92_K02945,0.022138570967275,4,12,24,NO
Low-light Pro_K01358,0.0223049031302058,8,12,24,NO
Crocosphaera_K03428,0.0224820657369978,24,12,24,NO
SAR11-like_K01473,0.0224839773528226,16,20,24,NO
Crocosphaera_K06045,0.0225284088371484,16,4,24,NO
Flavobacteriia_K02621,0.0226138557234476,4,16,24,NO
High-light Pro_K02643,0.0226138557234476,12,16,24,NO
SAR11_K02600,0.0226138557234476,4,8,24,NO
SAR11-like_K15987,0.0226138557234476,4,8,24,NO
SAR92_K02888,0.0226138557234476,4,8,24,NO
SAR92_K11085,0.0226138557234476,4,8,24,NO
Other Alphaproteobacteria_K04077,0.0226479872315144,12,8,24,NO
Crocosphaera_K03320,0.0226690733302293,16,4,24,NO
SAR11_K00266,0.023024113805966,4,12,24,NO
Actinobacteria_K02899,0.0230807035950747,4,8,24,NO
SAR324_K03592,0.0231310106535467,12,12,24,NO
SAR11-like_K03695,0.0232721718727745,12,4,24,NO
Crocosphaera_K00986,0.023416078971439,4,4,24,NO
Crocosphaera_K03086,0.0235190636634957,16,16,24,NO
--_K02409,0.0235560997119246,4,8,24,NO
High-light Pro_K02010,0.0235560997119246,4,8,24,NO
Roseobacter_K06978,0.0235560997119246,4,8,24,NO
SAR11_K03060,0.0235560997119246,4,8,24,NO
SAR324_K02406,0.0235560997119246,4,8,24,NO
SAR86_K02886,0.0235560997119246,4,8,24,NO
Euryarchaeota_K02929,0.023634203142165,4,8,24,NO
Other Gammaproteobacteria_K02884,0.023634203142165,4,8,24,NO
Euryarchaeota_K03924,0.0236756539845456,4,4,24,NO
Planctomycetes_K03111,0.0236756539845456,4,4,24,NO
SAR86_K00140,0.0236786960896103,4,12,24,NO
SAR92_K00605,0.0237111804278275,12,12,24,NO
High-light Pro_K09013,0.0237235804108861,8,16,24,NO
Other Alphaproteobacteria_K01965,0.0237875232182837,16,12,24,NO
SAR11_K00641,0.0237875232182837,8,12,24,NO
SAR116_K01661,0.0237875232182837,4,12,24,NO
SAR324_K02275,0.0237875232182837,12,12,24,NO
SAR86_K00927,0.0239759396133791,20,16,24,NO
Other Alphaproteobacteria_K01624,0.0242853941613791,4,12,24,NO
SAR86_K04079,0.0243288058933978,8,20,24,NO
SAR11_K09125,0.0244331234153501,24,12,24,NO
SAR11-like_K02956,0.0244983437004016,4,16,24,NO
SAR86_K15987,0.0244983437004016,4,8,24,NO
SAR92_K00981,0.0244983437004016,4,8,24,NO
Crocosphaera_K03100,0.0245874470322709,24,16,24,NO
Low-light Pro_K01867,0.02458941516998,4,16,24,NO
SAR11_K01872,0.0248217633582091,24,12,24,NO
Other Gammaproteobacteria_K01428,0.0249265370563016,16,4,24,NO
SAR86_K02111,0.0249265370563016,16,4,24,NO
High-light Pro_K01533,0.0249548101259487,4,12,24,NO
High-light Pro_K00939,0.0250657550503509,24,16,24,NO
SAR11-like_K01338,0.0250657550503509,12,8,24,NO
SAR11-like_K02355,0.0252568443333969,4,16,24,NO
Crocosphaera_K11753,0.0254294061315489,4,4,24,NO
Planctomycetes_K03046,0.0254294061315489,4,4,24,NO
--_K01406,0.0254405876888786,4,16,24,NO
Crocosphaera_K01436,0.0254405876888786,4,16,24,NO
Roseobacter_K02888,0.0254405876888786,4,16,24,NO
SAR324_K03520,0.0254522187684854,4,8,24,NO
SAR92_K01933,0.0254954331290609,8,12,24,NO
SAR116_--,0.0255001342503496,4,4,24,NO
Other Alphaproteobacteria_K01703,0.0256082190808951,4,12,24,NO
SAR86_K01938,0.0258312591720071,4,8,24,NO
Crocosphaera_K07978,0.0258362373578735,4,8,24,NO
OM60/NOR5_K00031,0.0258560034981345,16,12,24,NO
Other Gammaproteobacteria_K02892,0.0258927966085823,8,8,24,NO
Other Gammaproteobacteria_K14645,0.0259182972402889,4,8,24,NO
Chloroflexi_K04077,0.0261139788938277,12,8,24,NO
SAR92_K00257,0.0261139788938277,16,8,24,NO
--_K19166,0.0261555704873227,24,16,24,NO
Crocosphaera_K05584,0.0261555704873227,24,16,24,NO
Eukaryota_K00412,0.0261555704873227,16,8,24,NO
High-light Pro_K11996,0.0261555704873227,20,16,24,NO
Other Gammaproteobacteria_K17893,0.0261555704873227,12,8,24,NO
Flavobacteriia_K02108,0.0263828316773556,12,16,24,NO
Crocosphaera_K03424,0.0265538401376221,20,12,24,NO
SAR11-like_K13893,0.0265577428427718,8,12,24,NO
SAR116_K00627,0.0265577428427718,12,12,24,NO
OM60/NOR5_K02946,0.0265713251163797,24,8,24,NO
Flavobacteriia_K00252,0.0267488374060712,12,16,24,NO
Actinobacteria_K02044,0.0269543573968769,4,4,24,NO
Crocosphaera_K07390,0.0269543573968769,16,12,24,NO
Other Gammaproteobacteria_K03657,0.0269543573968769,16,12,24,NO
SAR11-like_K00135,0.0270778820466498,16,12,24,NO
Flavobacteriia_K02470,0.0271329701214673,12,16,24,NO
High-light Pro_K10255,0.0271329701214673,4,8,24,NO
Crocosphaera_K00971,0.0271996541065626,24,16,24,NO
Other Gammaproteobacteria_K03782,0.0272453859242944,16,8,24,NO
SAR11_K16052,0.0272453859242944,20,16,24,NO
SAR86_K01945,0.0272453859242944,8,8,24,NO
SAR92_K06891,0.0274951706269143,4,20,24,NO
Verrucomicrobia_--,0.0276200525564827,24,12,24,NO
Firmicutes_K05349,0.0277266001214397,8,16,24,NO
High-light Pro_K00366,0.0277266001214397,8,16,24,NO
Crocosphaera_K06217,0.0277502776384017,12,8,24,NO
Crocosphaera_K00830,0.0280182959802491,24,16,24,NO
SAR11-like_K04079,0.0280828666933408,12,8,24,NO
Roseobacter_K09013,0.0281170387209154,8,12,24,NO
Euryarchaeota_K07152,0.0282876402708251,16,8,24,NO
High-light Pro_K08918,0.0282876656534045,4,16,24,NO
Flavobacteriia_K03046,0.0283126644745745,4,16,24,NO
SAR92_K02417,0.0283126644745745,4,8,24,NO
Crocosphaera_K00514,0.0283352013612662,24,16,24,NO
Crocosphaera_K07769,0.0283352013612662,24,16,24,NO
SAR86_K11749,0.028384759667204,4,8,24,NO
Euryarchaeota_K02118,0.0285546298558185,16,4,24,NO
Crocosphaera_K14645,0.0285599025705104,4,4,24,NO
Other Alphaproteobacteria_K01998,0.0286823622701936,12,12,24,NO
Roseobacter_K00627,0.0286823622701936,8,12,24,NO
High-light Pro_K04078,0.0287863001808008,16,12,24,NO
SAR92_K04042,0.0288818751264997,8,16,24,NO
SAR11_K00108,0.0291574567008836,16,12,24,NO
Crocosphaera_K02520,0.0291857249794261,24,16,24,NO
Other Alphaproteobacteria_K07335,0.0292989447064135,16,4,24,NO
Crocosphaera_K14652,0.029334372217204,16,12,24,NO
Other Alphaproteobacteria_K18990,0.029334372217204,4,12,24,NO
Roseobacter_K13598,0.029425016798238,8,8,24,NO
SAR92_K03685,0.0294923588276818,4,8,24,NO
Viruses_K01958,0.0297446719839044,24,12,24,NO
Eukaryota_K02720,0.0303531539786032,4,16,24,NO
Other Gammaproteobacteria_K06139,0.0304251722096177,12,12,24,NO
--_K13643,0.030462617302481,16,12,24,NO
Crocosphaera_K01586,0.0305148322352098,16,16,24,NO
Crocosphaera_K06966,0.0305148322352098,16,8,24,NO
Flavobacteriia_K02884,0.0305148322352098,16,8,24,NO
OM60/NOR5_K03086,0.0306754509090668,4,4,24,NO
Roseobacter_K14447,0.0306754509090668,4,20,24,NO
SAR11-like_K03418,0.0309341823438033,16,20,24,NO
High-light Pro_K04652,0.0311945094939968,12,8,24,NO
Crocosphaera_K00812,0.0312211308050033,24,12,24,NO
Crocosphaera_K06596,0.0312211308050033,24,12,24,NO
SAR86_K04488,0.0312211308050033,8,12,24,NO
Synechococcus_K02691,0.0312211308050033,8,12,24,NO
SAR116_K01685,0.0313994546911687,16,16,24,NO
SAR116_K04567,0.0313994546911687,4,16,24,NO
SAR92_K00128,0.0314548652554559,24,12,24,NO
SAR86_K02950,0.0315515987636127,4,8,24,NO
SAR92_K00209,0.03155270968383,4,8,24,NO
High-light Pro_K01835,0.0316928877183517,8,16,24,NO
SAR11_K07258,0.031714578447447,8,4,24,NO
Crocosphaera_K00432,0.0317866420902494,4,4,24,NO
Crocosphaera_K13292,0.0317866420902494,4,4,24,NO
SAR116_K02108,0.0317866420902494,4,20,24,NO
SAR11_K08963,0.0318517475338964,4,8,24,NO
Other Gammaproteobacteria_K07302,0.032278155100254,12,16,24,NO
Low-light Pro_K02895,0.0325457033683286,8,4,24,NO
Cyanothece_K02005,0.0325507925154749,12,8,24,NO
Crocosphaera_K02433,0.0325785712747861,24,12,24,NO
High-light Pro_K01008,0.0325785712747861,12,12,24,NO
Rivulariaceae_K02636,0.0325785712747861,12,12,24,NO
SAR86_K01903,0.0325785712747861,8,12,24,NO
SAR11_K00600,0.0327472542810322,12,16,24,NO
Crocosphaera_K00826,0.0329606032270858,20,20,24,NO
--_K06134,0.0330314418870036,4,16,24,NO
Firmicutes_K03308,0.0330314418870036,4,16,24,NO
High-light Pro_K02696,0.0330314418870036,4,16,24,NO
Roseobacter_K07167,0.0330934731625534,24,20,24,NO
Crocosphaera_K01921,0.0336815531480911,4,16,24,NO
SAR11_K02078,0.0337732129677161,24,12,24,NO
Crocosphaera_K02437,0.033907075536953,24,16,24,NO
OM60/NOR5_K03799,0.033907075536953,12,8,24,NO
SAR116_K00335,0.033907075536953,12,8,24,NO
SAR92_K01638,0.033907075536953,24,16,24,NO
SAR324_K01649,0.0339360117445688,12,12,24,NO
SAR324_K02520,0.0339607339495603,16,4,24,NO
Other Gammaproteobacteria_K02965,0.0341117232094085,4,16,24,NO
SAR116_K03040,0.0341298420556182,8,20,24,NO
SAR11-like_K03060,0.0341864640866415,4,12,24,NO
Roseobacter_K03925,0.0344723678776597,4,12,24,NO
SAR86_K02906,0.0344723678776597,4,16,24,NO
SAR92_K02892,0.0344723678776597,24,12,24,NO
SAR116_K02057,0.0345035110757807,24,20,24,NO
SAR92_K07277,0.0349761748966126,4,20,24,NO
OM60/NOR5_K01637,0.035028860508239,4,4,24,NO
SAR116_K01055,0.0352633585584311,16,8,24,NO
SAR11_K02035,0.0352682957769948,4,8,24,NO
SAR86_K01687,0.0352682957769948,4,16,24,NO
OM60/NOR5_K04088,0.0352934522143516,8,12,24,NO
SAR324_K14266,0.0352934522143516,12,12,24,NO
SAR92_K14266,0.0352934522143516,8,12,24,NO
Other Gammaproteobacteria_K03521,0.035375764530792,16,4,24,NO
SAR92_K00990,0.035375764530792,24,20,24,NO
SAR324_K03704,0.0353908305932182,4,16,24,NO
High-light Pro_K09928,0.0354960342445539,24,20,24,NO
SAR116_K07736,0.0356010391410793,4,4,24,NO
Flavobacteriia_K02275,0.0357266036773046,16,12,24,NO
Other Gammaproteobacteria_K10713,0.0358512625927661,4,4,24,NO
Planctomycetes_--,0.0358512625927661,4,4,24,NO
SAR92_K02988,0.0358512625927661,8,4,24,NO
SAR11-like_K02110,0.0362979056377436,4,16,24,NO
Actinobacteria_K03046,0.036334469583771,12,8,24,NO
--_K03695,0.0366508926841344,12,12,24,NO
SAR86_K07119,0.0366508926841344,24,12,24,NO
Crocosphaera_K01809,0.0367378081010363,4,16,24,NO
Marinimicrobia_K01890,0.0367378081010363,4,8,24,NO
SAR86_K02961,0.0367378081010363,4,8,24,NO
SAR92_K02946,0.0367378081010363,4,8,24,NO
SAR11_K02520,0.0367907951120237,16,20,24,NO
SAR116_K00626,0.0367907951120237,16,20,24,NO
High-light Pro_K02717,0.0368602294200676,8,8,24,NO
SAR11_K00822,0.0371131519739909,16,4,24,NO
Flavobacteriia_K03088,0.0371556678243968,4,12,24,NO
High-light Pro_K03217,0.0371556678243968,4,12,24,NO
SAR116_K03073,0.0372301573078725,4,16,24,NO
Other Gammaproteobacteria_K01358,0.0373575687865683,8,12,24,NO
High-light Pro_K02276,0.0374059814011903,12,16,24,NO
High-light Pro_K02519,0.0374397782340925,12,8,24,NO
SAR92_K01754,0.0377878483671218,24,12,24,NO
High-light Pro_K13789,0.0378103183726496,12,20,24,NO
Other Alphaproteobacteria_K09989,0.0380083331539171,24,12,24,NO
High-light Pro_K04075,0.0382073204250777,4,16,24,NO
Crocosphaera_K01990,0.0385183258647425,12,8,24,NO
Roseobacter_K04043,0.0385183258647425,12,8,24,NO
SAR11-like_K09971,0.0385183258647425,4,16,24,NO
Eukaryota_K02696,0.038584731971489,4,12,24,NO
SAR11-like_K00325,0.0386090520229789,4,4,24,NO
SAR11_K00117,0.0386213841922426,24,16,24,NO
Other Alphaproteobacteria_K06139,0.0386595333062405,24,12,24,NO
SAR86_K00602,0.0386595333062405,12,12,24,NO
SAR11_K01633,0.0388518715380311,16,12,24,NO
Roseobacter_K00615,0.0393322076228655,16,8,24,NO
Roseobacter_K03518,0.0393657736236999,12,12,24,NO
Roseobacter_K00471,0.0394006771600991,24,12,24,NO
SAR92_K02926,0.0396488854128751,24,12,24,NO
SAR86_K03562,0.0396794127166303,4,12,24,NO
SAR92_K05807,0.0400137961185812,16,12,24,NO
Flavobacteriia_K00262,0.0403005748092966,16,16,24,NO
Other Gammaproteobacteria_K02338,0.0403005748092966,24,16,24,NO
SAR11-like_K06001,0.0403005748092966,16,16,24,NO
SAR324_K02276,0.0403005748092966,16,16,24,NO
SAR11-like_K07390,0.0403461742894938,4,12,24,NO
Other Gammaproteobacteria_K05524,0.0404315360953154,12,12,24,NO
Roseobacter_K01889,0.0404315360953154,4,20,24,NO
SAR86_K02963,0.0407277307786902,8,16,24,NO
Other Gammaproteobacteria_K04488,0.0408740539207738,8,16,24,NO
SAR324_K00459,0.0409160878201029,12,12,24,NO
Eukaryota_K02895,0.0410237569039698,4,8,24,NO
SAR11-like_K05878,0.0411208362488024,4,4,24,NO
SAR92_K03310,0.0413934887891383,16,12,24,NO
High-light Pro_K06168,0.0416417272592725,24,8,24,NO
--_K18277,0.0416914681937597,16,20,24,NO
--_K02871,0.0417281863534711,24,16,24,NO
SAR116_K01338,0.0417281863534711,12,8,24,NO
--_K01358,0.0418437138035411,8,16,24,NO
Other Alphaproteobacteria_K03043,0.0418437138035411,4,16,24,NO
SAR92_K03530,0.0418437138035411,4,12,24,NO
Crocosphaera_K07738,0.0419361915264541,24,20,24,NO
SAR116_K00281,0.0419361915264541,16,4,24,NO
Crocosphaera_K05573,0.0419797654263506,24,16,24,NO
SAR11_K07305,0.0419797654263506,16,8,24,NO
SAR86_K07003,0.0419797654263506,24,16,24,NO
Marinimicrobia_K05524,0.0421161834326202,8,20,24,NO
Roseobacter_K02990,0.0422165162096451,4,16,24,NO
SAR116_K03070,0.0424841932236427,8,12,24,NO
Other Alphaproteobacteria_K02406,0.042577139500806,20,16,24,NO
